Recipe names:
storagedrawersextra:extra_drawers_fulldrawers4_forestry_balsa - 4xtile.extraDrawers@2
mysticalagriculture:core/compression/prudentium_essence_from - 4xitem.ma.crafting@1
bewitchment:cypress_wood_stairs - 4xtile.bewitchment.cypress_wood_stairs@0
pneumaticcraft:programming_puzzle - 8xitem.programming_puzzle@1
nuclearcraft:item.simplyjetpacks.jetpack_eio2_armored_2 - 1xitem.simplyjetpacks.itemJetpack@6
extrabotany:recipe_emptybound - 2xtile.air@15
bloodmagic:demon_decor/demon_brick_2_tile_vengeful - 9xtile.bloodmagic.bricks2.@8
minecraft:tb.bboots - 1xitem.bloodyboots@0
tconstruct:common/soil/mud_bricks_slab - 1xtile.tconstruct.deco_ground_slab@0
nuclearcraft:item.simplyjetpacks.jetpack_eio2_armored_1 - 1xitem.simplyjetpacks.itemJetpack@6
bibliocraft:acacia_table - 1xtile.BiblioCraft:Table@4
tconstruct:tools/forge/blockferroboron - 1xtile.tconstruct.toolforge@0
enderio:stellar_alloy_axe - 1xitem.item_stellar_alloy_axe@0
nuclearcraft:item.simplyjetpacks.fluxpack_te2_armored_1 - 1xitem.simplyjetpacks.itemFluxpack@9
forestry:fence_gates_maple - 1xtile.for.fence.gates.maple@0
nuclearcraft:item.nuclearcraft.berkelium._247_1 - 1xitem.nuclearcraft.berkelium@0
complex-logic:lamp/flat_lamp_cyan_inverted - 6xtile.flat_lamp_inverted@0
nuclearcraft:item.pneumatic_boots_2 - 1xitem.pneumatic_boots@0
nuclearcraft:item.ma.supremium_helmet_2 - 1xitem.ma.supremium_helmet@0
nuclearcraft:item.pneumatic_boots_1 - 1xitem.pneumatic_boots@0
nuclearcraft:item.ma.supremium_helmet_1 - 1xitem.ma.supremium_helmet@0
nuclearcraft:item.simplyjetpacks.fluxpack_te2_armored_2 - 1xitem.simplyjetpacks.itemFluxpack@9
nuclearcraft:item.wither_chestplate_1 - 1xitem.wither_chestplate@0
nuclearcraft:item.wither_chestplate_2 - 1xitem.wither_chestplate@0
immersiveengineering:toolupgrades/drill_waterproof - 1xitem.immersiveengineering.toolupgrade@0
nuclearcraft:item.nuclearcraft.californium._250 - 1xitem.nuclearcraft.californium@4
nuclearcraft:item.nuclearcraft.californium._251 - 1xitem.nuclearcraft.californium@8
nuclearcraft:item.nuclearcraft.californium._252 - 9xitem.nuclearcraft.californium@12
magneticraft:battery_item_medium_normal - 1xitem.magneticraft.battery_item_medium@0
nuclearcraft:item.nuclearcraft.thorium._232 - 1xitem.nuclearcraft.thorium@4
nuclearcraft:item.nuclearcraft.thorium._232_oxide - 1xitem.nuclearcraft.thorium@5
enderio:auto_easy_lookup_for_coloring_fused_glass_with_pink - 8xtile.block_fused_glass@6
tcomplement:steelworks/scorched/slabs/tile_slab - 6xtile.tcomplement.scorched_slab2@3
magneticraft:inserter_north - 1xtile.magneticraft.inserter@0
nuclearcraft:item.nuclearcraft.thorium._230 - 9xitem.nuclearcraft.thorium@0
jaopca:gem_e4qb02 - 1xitem.techreborn.gem@0
tconstruct:common/firewood/firewood_stairs - 4xtile.tconstruct.firewood_stairs@0
nuclearcraft:item.obsidianhelmet - 1xitem.ObsidianHelmet@0
minecraft:cyan_stained_glass - 8xtile.stainedGlass@9
industrialforegoing:fluid_transfer_addon_pull_0 - 1xitem.industrialforegoing.fluid_transfer_addon@0
teslathingies:liquidxp_storage - 1xtile.teslathingies.liquidxp_storage@0
minecraft:acacia_fence - 3xtile.acaciaFence@0
nuclearcraft:item.nuclearcraft.californium._249 - 1xitem.nuclearcraft.californium@0
tconstruct:tools/forge/blocksilver - 1xtile.tconstruct.toolforge@0
nuclearcraft:item.nuclearcraft.shovel_tough - 1xitem.nuclearcraft.shovel_tough@0
minecraft:end_bricks - 4xtile.endBricks@0
appliedenergistics2:misc/tiny_tnt - 1xtile.appliedenergistics2.tiny_tnt@0
storagedrawersextra:extra_drawers_fulldrawers1_forestry_kapok - 1xtile.extraDrawers@0
forestry:peat_bog_managed_manual - 1xtile.for.peat_bog@0
minecraft:acacia_fence_gate - 1xtile.acaciaFenceGate@0
endercore:slabwoodbirch_to_planks - 1xtile.wood@2
chiselsandbits:mirrorprint_alt - 1xitem.mod.chiselsandbits.mirrorprint@0
nuclearcraft:item.bewitchment.witches_robes - 1xitem.bewitchment.witches_robes@0
bibliocraft:jungle_fancyworkbench - 1xtile.BiblioCraft:FancyWorkbench@3
bewitchment:equipment/bauble/hellish_bauble - 1xitem.bewitchment.hellish_bauble@0
sonarcore:tile.reinforcedstonestairs4 - 4xtile.ReinforcedStoneStairs@0
roots:runestone_stair - 8xtile.runestone_stairs@0
mysticalagriculture:core/compression/superium_essence_from - 4xitem.ma.crafting@3
thaumictinkerer:transvector_interface - 1xtile.thaumictinkerer:transvector_interface@0
darkutils:filter_convert_animal - 1xtile.darkutils.filter.inverted@4
appliedenergistics2:network/crafting/cpu_crafting_monitor - 1xtile.appliedenergistics2.crafting_monitor@0
thermalfoundation:security - 1xitem.thermalfoundation.util@0
unstabletools:unstable_hoe - 1xitem.unstabletools:unstable_hoe@0
forestry:farm_gourd_manual_managed - 1xtile.for.farm_gourd@1
magicbees:necrotictframe - 1xitem.magicbees.frames.necrotic@0
tcomplement:steelworks/scorched/scorched_bricks - 1xtile.tcomplement.scorched_block@3
tconstruct:gadgets/brownstone/slab/road_slab - 6xtile.tconstruct.brownstone_slab@7
cyclicmagic:tile.block_fishing_1_2_3 - 1xtile.block_fishing@0
nuclearcraft:item.quartz_leggings_2 - 1xitem.quartz_leggings@0
nuclearcraft:item.quartz_leggings_1 - 1xitem.quartz_leggings@0
immersivepetroleum:misc/drill_lube_alt - 1xitem.immersiveengineering.toolupgrade@1
cyclicmagic:item.emerald_leggings_1 - 1xitem.emerald_leggings@0
mekanism:machineblock_6_alt_alt_alt_alt_alt_alt_alt - 1xtile.MachineBlock@6
xreliquary:items/uncrafting/blaze_rod - 4xitem.blazeRod@0
botania:elementiumboots - 1xitem.elementiumBoots@0
bloodmagic:soul_gem_vengeful - 1xitem.bloodmagic.soulGem.@4
immersiveengineering:stone_decoration/concrete_leaded - 1xtile.immersiveengineering.stone_decoration@7
immersiveengineering:stone_decoration/cokeblock - 1xtile.immersiveengineering.stone_decoration@3
extratrees:yew_slabs - 6xtile.slabs.1@3
botania:floating_rannuncarpuschibi - 2xtile.air@15
enderio:conduit_facade_transparent_hardened_upgrade - 1xitem.item_conduit_facade@3
nuclearcraft:tile.nuclearcraft.salt_fission_retriever - 1xtile.nuclearcraft.salt_fission_retriever@0
industrialforegoing:mob_slaughter_factory_mekanism - 1xtile.industrialforegoing.mob_slaughter_factory@0
minecraft:magenta_dye_from_allium - 1xitem.dyePowder@13
mekanism:glowplasticblock_10_alt - 4xtile.GlowPlasticBlock@10
nuclearcraft:item.osmiumleggings_2 - 1xitem.OsmiumLeggings@0
nuclearcraft:item.osmiumleggings_1 - 1xitem.OsmiumLeggings@0
nuclearcraft:item.thermalfoundation.armor.invarchestplate - 1xitem.thermalfoundation.armor.invarChestplate@0
deepmoblearning:data_model/data_model_zombie - 1xitem.deepmoblearning.data_model_zombie@0
nuclearcraft:item.actuallyadditions.item_helm_crystal_light_blue - 1xitem.actuallyadditions.item_helm_crystal_light_blue@0
randomthings:weatheregg_storm - 2xitem.weatherEgg@2
jaopca:block_fenceconductiveiron_7g6964 - 3xtile.jaopca.fence@0
nuclearcraft:item.nuclearcraft.helm_tough_3 - 1xitem.nuclearcraft.helm_tough@0
nuclearcraft:item.nuclearcraft.helm_tough_2 - 1xitem.nuclearcraft.helm_tough@0
nuclearcraft:item.thaumicaugmentation.void_boots_5 - 1xitem.thaumicaugmentation.void_boots@0
mekanism:basicblock2_3_alt_alt - 1xtile.BasicBlock2@3
nuclearcraft:item.nuclearcraft.helm_tough_1 - 1xitem.nuclearcraft.helm_tough@0
nuclearcraft:item.thaumicaugmentation.void_boots_1 - 1xitem.thaumicaugmentation.void_boots@0
botania:biomestonea8slab_0 - 6xtile.biomeStoneA8Slab@0
immersiveengineering:stone_decoration/concrete_tile_uncraft - 1xtile.immersiveengineering.stone_decoration@5
nuclearcraft:item.thaumicaugmentation.void_boots_2 - 1xitem.thaumicaugmentation.void_boots@0
nuclearcraft:item.thaumicaugmentation.void_boots_3 - 1xitem.thaumicaugmentation.void_boots@0
nuclearcraft:item.thaumicaugmentation.void_boots_4 - 1xitem.thaumicaugmentation.void_boots@0
jaopca:block_wallinferium_crnbug - 12xtile.jaopca.wall@0
extracells:storagecells/fluid/owncasing/256k - 1xitem.extracells.storage.fluid@4
forestry:fireproof_planks_kapok - 4xtile.for.planks.fireproof.0@8
ironchest:shulker/yellow/obsidian/diamond_obsidian_shulker_box - 1xtile.IronShulkerBoxyellow@6
superfactorymanager:cable_relay - 1xtile.null@0
nuclearcraft:item.techreborn.lithiumbatpack - 1xitem.techreborn.lithiumbatpack@0
ironchest:shulker/magenta/copper/vanilla_copper_shulker_box - 1xtile.IronShulkerBoxmagenta@3
tp:compressed_6_nether - 1xtile.sextuple_compressed_nether_block@0
naturalpledge:crackle13 - 10xtile.crackling_star@0
naturalpledge:crackle12 - 10xtile.crackling_star@0
nuclearcraft:item.pneumatic_boots - 1xitem.pneumatic_boots@0
naturalpledge:crackle11 - 10xtile.crackling_star@0
naturalpledge:crackle10 - 10xtile.crackling_star@0
nuclearcraft:item.nuclearcraft.fuel_uranium.heu_233_oxide - 1xitem.nuclearcraft.fuel_uranium@3
naturalpledge:crackle16 - 10xtile.crackling_star@0
ae2wtlib:wut_new_10 - 1xitem.ae2wtlib:wut@0
naturalpledge:crackle15 - 10xtile.crackling_star@0
naturalpledge:crackle14 - 10xtile.crackling_star@0
ironchest:shulker/black/crystal/diamond_crystal_shulker_box - 1xtile.IronShulkerBoxblack@5
immersiveengineering:hammercrushing_platinum - 1xitem.thermalfoundation.material@70
mekanism:transmitter_2_alt_alt_alt - 8xtile.Transmitter@2
extratrees:yeast - 8xitem.misc@4
thermalfoundation:armor.legs_constantan - 1xitem.thermalfoundation.armor.constantanLegs@0
nuclearcraft:item.nuclearcraft.boots_boron_nitride_3 - 1xitem.nuclearcraft.boots_boron_nitride@0
nuclearcraft:item.nuclearcraft.boots_boron_nitride_2 - 1xitem.nuclearcraft.boots_boron_nitride@0
ironchest:shulker/silver/silver/iron_silver_shulker_box - 1xtile.IronShulkerBoxsilver@4
naturalpledge:foodbelt - 1xitem.foodbelt@0
botany:mortar_white - 4xtile.null@77
complex-logic:lamp/color_lamp_yellow - 1xtile.color_lamp@0
nuclearcraft:item.nuclearcraft.boots_boron_nitride_1 - 1xitem.nuclearcraft.boots_boron_nitride@0
botany:mortar_crimson - 4xtile.null@7
jaopca:item_mysticalseedsobsidian_07402n - 1xitem.jaopca.mysticalSeeds@0
randomthings:luminousblock_orange_t - 1xtile.translucentLuminousBlock@1
embers:dawnstone_mail - 1xitem.dawnstone_mail@0
nuclearcraft:item.wildwood_boots - 1xitem.wildwood_boots@0
appliedenergistics2:network/cells/storage_cell_4k_storage - 1xitem.appliedenergistics2.storage_cell_4k@0
deepresonance:filter - 8xitem.deepresonance.filter@0
techreborn:lv_transformer - 1xtile.techreborn.lv_transformer@0
mysticalagriculture:lithium_seeds - 1xitem.ma.lithium_seeds@0
immersiveengineering:metal_storage/constantan_block_uncraft - 9xitem.immersiveengineering.metal@6
mysticalagriculture:supremium_bow - 1xitem.ma.supremium_bow@0
jaopca:item_alloy_endergy_ingot_kksvmo - 4xitem.item_alloy_endergy_ingot@6
mystgears:recipe_gear_cosmicneutronium - 1xitem.gear_cosmicneutronium@0
jaopca:block_slabmanganesedioxide_wjsu6k - 6xtile.jaopca.slab@0
rpsideas:gauss_bullet - 2xitem.gauss_bullet@0
jaopca:block_wallsupremium_29f3oa - 12xtile.jaopca.wall@0
nuclearcraft:item.bewitchment.silver_helmet - 1xitem.bewitchment.silver_helmet@0
environmentaltech:m_resources/litherite/normal/slabs/slabs_tb - 1xtile.environmentaltech.litherite@0
incorporeal:decorative/unstable_cube/unstable_cube_light_gray - 2xtile.incorporeal.unstable_cube@8
mysticalagriculture:inferium_scythe - 1xitem.ma.inferium_scythe@0
tp:bsc_iron_axe2 - 1xitem.bsc_iron_axe@0
extracells:misc/wirelessgasterminal - 1xitem.extracells.terminal.gas.wireless@0
mysticalagriculture:prudentium_arrow - 12xitem.ma.prudentium_arrow@0
enderutilities:ender_part_barrel_label - 1xitem.enderutilities.enderpart@70
pneumaticcraft:pneumatic_door - 1xtile.pneumatic_door@0
bewitchment:scorned_bricks - 4xtile.bewitchment.scorned_bricks@0
enderio:alloy_smelter_upgrade - 1xtile.block_alloy_smelter@0
minecraft:diamond_shovel - 1xitem.shovelDiamond@0
jaopca:material_ox9veu - 9xitem.redstonerepository.material@5
nuclearcraft:tile.nuclearcraft.lithium_ion_battery_basic - 1xtile.nuclearcraft.lithium_ion_battery_basic@0
thaumcraft:voidaxe - 1xitem.void_axe@0
forestry:planks_padauk - 4xtile.for.planks.1@10
appliedenergistics2:tools/paintballs_black - 8xitem.appliedenergistics2.paint_ball@15
magneticraft:refinery_inactive_north - 1xtile.magneticraft.refinery@0
mysticalagriculture:constantan_seeds - 1xitem.ma.constantan_seeds@0
minecraft:minecart - 1xitem.minecart@0
roots:wildwood_fence - 3xtile.wildwood_fence@0
nuclearcraft:item.nuclearcraft.boots_tough - 1xitem.nuclearcraft.boots_tough@0
techreborn:quantum_chest - 1xtile.techreborn.quantum_chest@0
rpsideas:dark_silver_plate - 1xtile.dark_plate@8
bibliocraft:cyan_swordpedestal - 1xtile.BiblioCraft:SwordPedestal@9
woot:soulstone - 2xtile.woot.soulstone@0
nuclearcraft:item.conarm.boots_9 - 1xitem.conarm.boots@0
nuclearcraft:item.conarm.boots_7 - 1xitem.conarm.boots@0
industrialforegoing:mob_detector_mekanism - 1xtile.industrialforegoing.mob_detector@0
nuclearcraft:item.conarm.boots_8 - 1xitem.conarm.boots@0
nuclearcraft:item.conarm.boots_5 - 1xitem.conarm.boots@0
nuclearcraft:item.conarm.boots_6 - 1xitem.conarm.boots@0
cyclicmagic:tile.block_workbench_1 - 1xtile.block_workbench@0
nuclearcraft:item.conarm.boots_3 - 1xitem.conarm.boots@0
extratrees:iroko_planks - 4xtile.planks.1@14
nuclearcraft:item.conarm.boots_4 - 1xitem.conarm.boots@0
nuclearcraft:item.conarm.boots_1 - 1xitem.conarm.boots@0
nuclearcraft:item.conarm.boots_2 - 1xitem.conarm.boots@0
embers:ashen_stone_slab - 6xtile.ashen_stone_slab@0
complex-logic:lamp/flat_lamp_silver_inverted - 6xtile.flat_lamp_inverted@0
soot:slab_wrought_platform - 6xtile.wrought_platform_slab@0
nuclearcraft:item.thermalfoundation.armor.aluminumboots - 1xitem.thermalfoundation.armor.aluminumBoots@0
extratrees:iroko_fireproof_planks - 4xtile.planks.fireproof.1@14
minecraft:golden_shovel - 1xitem.shovelGold@0
mysticalagriculture:tier1_inferium_seeds - 1xitem.ma.tier1_inferium_seeds@0
thermalfoundation:gem_dust - 2xitem.nuclearcraft.gem_dust@2
opencomputers:colorizeboots - 2xtile.air@15
immersiveengineering:stone_decoration/blastbrick_slab - 6xtile.immersiveengineering.stone_decoration_slab@1
stevescarts:component/iron_pane - 8xitem.SC2:unknowncomponent@34
xreliquary:items/mob_charm_fragments/skeleton - 1xitem.mob_charm_fragment@1
magneticraft:wrench_normal - 1xitem.magneticraft.wrench@0
computercraft:printed_pages - 1xitem.computercraft:page@1
embers:ingotlead_pickaxe - 1xitem.pickaxe_lead@0
actuallyadditions:recipes92 - 1xtile.actuallyadditions.block_display_stand@0
actuallyadditions:recipes93 - 1xtile.actuallyadditions.block_miner@0
nuclearcraft:item.combatmaidboots_2 - 1xitem.combatmaidboots@0
actuallyadditions:recipes90 - 1xtile.actuallyadditions.block_firework_box@0
nuclearcraft:item.thaumadditions:adaminite_robe_1 - 1xitem.thaumadditions:adaminite_robe@0
actuallyadditions:recipes91 - 1xtile.actuallyadditions.block_shock_suppressor@0
nuclearcraft:item.thaumadditions:adaminite_robe_2 - 1xitem.thaumadditions:adaminite_robe@0
actuallyadditions:recipes96 - 6xtile.actuallyadditions.block_quartz_stair@0
actuallyadditions:recipes97 - 6xtile.actuallyadditions.block_pillar_quartz_wall@0
actuallyadditions:recipes94 - 6xtile.actuallyadditions.block_quartz_wall@0
nuclearcraft:item.nuclearcraft.americium._243_oxide_tiny - 9xitem.nuclearcraft.americium@11
nuclearcraft:item.combatmaidboots_1 - 1xitem.combatmaidboots@0
actuallyadditions:recipes95 - 6xtile.actuallyadditions.block_quartz_slab@0
cookingforblockheads:milk_jar - 1xtile.cookingforblockheads:milk_jar@0
extrabees:zinc_dust_dust - 1xitem.techreborn.dust@59
actuallyadditions:recipes98 - 6xtile.actuallyadditions.block_pillar_quartz_slab@0
actuallyadditions:recipes99 - 6xtile.actuallyadditions.block_pillar_quartz_stair@0
actuallybaubles:battery_to_bauble_5 - 1xitem.actuallyadditions.item_battery_quintuple@0
nuclearcraft:item.leggins_light_1 - 1xitem.leggins_light@0
actuallybaubles:battery_to_bauble_3 - 1xitem.actuallyadditions.item_battery_triple@0
thaumic_arcana:make_slime_mutton - 4xitem.thaumic_arcana.slime_meat_raw@0
actuallybaubles:battery_to_bauble_4 - 1xitem.actuallyadditions.item_battery_quadruple@0
nuclearcraft:item.leggins_light_2 - 1xitem.leggins_light@0
immersiveengineering:wooden_devices/crate - 1xtile.immersiveengineering.wooden_device0@0
embers:ember_funnel - 1xtile.ember_funnel@0
mysticalagriculture:sapphire_seeds - 1xitem.ma.sapphire_seeds@0
appliedenergistics2:network/parts/panels_dark_monitor - 1xitem.appliedenergistics2.part@200
storagedrawersextra:extra_drawers_halfdrawers2_forestry_maple - 2xtile.extraDrawers@3
actuallybaubles:battery_to_bauble_1 - 1xitem.actuallyadditions.item_battery@0
actuallybaubles:battery_to_bauble_2 - 1xitem.actuallyadditions.item_battery_double@0
conarm:armorforge_blockrefinedglowstone - 1xtile.conarm.armorforge@0
deepresonance:radiation_module - 1xitem.deepresonance.radiation_module@0
actuallyadditions:recipes81 - 1xtile.actuallyadditions.block_fluid_placer@0
actuallyadditions:recipes82 - 1xtile.actuallyadditions.block_fluid_collector@0
appliedenergistics2:network/cables/dense_smart_brown - 8xitem.appliedenergistics2.part@72
actuallyadditions:recipes80 - 1xtile.actuallyadditions.block_oil_generator@0
actuallyadditions:recipes85 - 1xtile.actuallyadditions.block_battery_box@0
mekanism:machineblock_6_alt_alt_alt_alt - 1xtile.MachineBlock@6
actuallyadditions:recipes86 - 1xtile.actuallyadditions.block_farmer@0
actuallyadditions:recipes83 - 1xtile.actuallyadditions.block_canola_press@0
actuallyadditions:recipes84 - 1xtile.actuallyadditions.block_fermenting_barrel@0
minecraft:diamond_chestplate - 1xitem.chestplateDiamond@0
botania:laputashard_15 - 1xitem.laputaShard@15
actuallyadditions:recipes89 - 2xtile.actuallyadditions.block_tiny_torch@0
botania:laputashard_16 - 1xitem.laputaShard@16
woot:structure_block_2_alt - 1xtile.woot.structure@2
jaopca:item_dusttinybauxite_btoj00 - 9xitem.jaopca.dustTiny@0
botania:laputashard_17 - 1xitem.laputaShard@17
actuallyadditions:recipes87 - 1xtile.actuallyadditions.block_empowerer@0
tp:emerald_hoe - 1xitem.emerald_hoe@0
botania:wands/twigwand_black_yellow - 1xitem.twigWand@0
botania:laputashard_18 - 1xitem.laputaShard@18
actuallyadditions:recipes88 - 2xtile.actuallyadditions.block_tiny_torch@0
botania:laputashard_19 - 1xitem.laputaShard@19
tconstruct:gadgets/brownstone/slab/smooth_slab - 6xtile.tconstruct.brownstone_slab@0
botania:wands/twigwand_red_silver - 1xitem.twigWand@0
mob_grinding_utils:fan - 1xtile.mob_grinding_utils.fan@0
mekanism:glowpanel_1_alt - 4xtile.GlowPanel@1
magneticraft:iron_gear_normal - 1xitem.magneticraft.iron_gear@0
minecraft:magenta_bed_from_white_bed - 1xitem.bed@2
appliedenergistics2:network/cables/dense_covered_white - 8xitem.appliedenergistics2.part@500
tconstruct:tools/forge/blockconstructionalloy - 1xtile.tconstruct.toolforge@0
botania:wands/twigwand_lightblue_lime - 1xitem.twigWand@0
actuallyadditions:recipes70 - 1xitem.actuallyadditions.item_potion_ring@5
actuallyadditions:recipes71 - 1xitem.actuallyadditions.item_potion_ring_advanced@5
conarm:invisible_ink - 1xitem.conarm.invisible_ink@0
actuallyadditions:recipes74 - 1xitem.actuallyadditions.item_potion_ring@7
actuallyadditions:recipes75 - 1xitem.actuallyadditions.item_potion_ring_advanced@7
actuallyadditions:recipes72 - 1xitem.actuallyadditions.item_potion_ring@6
actuallyadditions:recipes73 - 1xitem.actuallyadditions.item_potion_ring_advanced@6
thermalfoundation:tool.excavator_tin - 1xitem.thermalfoundation.tool.tinExcavator@0
actuallyadditions:recipes78 - 1xitem.actuallyadditions.item_potion_ring@9
