"OreDict Key","ItemStacks"
"plankWood","[minecraft:planks@32767 - '(WILDCARD)' - <no NBT>]; [techreborn:rubber_planks@32767 - '(WILDCARD)' - <no NBT>]; [forestry:planks.0@32767 - '(WILDCARD)' - <no NBT>]; [forestry:planks.1@32767 - '(WILDCARD)' - <no NBT>]; [forestry:planks.fireproof.0@32767 - '(WILDCARD)' - <no NBT>]; [forestry:planks.fireproof.1@32767 - '(WILDCARD)' - <no NBT>]; [forestry:planks.vanilla.fireproof.0@32767 - '(WILDCARD)' - <no NBT>]; [bewitchment:cypress_planks@0 - 'Cypress Planks' - <no NBT>]; [bewitchment:elder_planks@0 - 'Elder Planks' - <no NBT>]; [bewitchment:juniper_planks@0 - 'Juniper Planks' - <no NBT>]; [bewitchment:yew_planks@0 - 'Yew Planks' - <no NBT>]; [extratrees:planks.0@32767 - '(WILDCARD)' - <no NBT>]; [extratrees:planks.1@32767 - '(WILDCARD)' - <no NBT>]; [extratrees:planks.2@32767 - '(WILDCARD)' - <no NBT>]; [extratrees:planks.fireproof.0@32767 - '(WILDCARD)' - <no NBT>]; [extratrees:planks.fireproof.1@32767 - '(WILDCARD)' - <no NBT>]; [extratrees:planks.fireproof.2@32767 - '(WILDCARD)' - <no NBT>]; [randomthings:spectreplank@0 - 'Spectre Planks' - <no NBT>]; [chisel:planks-oak@0 - 'Oak Planks' - <no NBT>]; [chisel:planks-oak@1 - 'Oak Planks' - <no NBT>]; [chisel:planks-oak@2 - 'Oak Planks' - <no NBT>]; [chisel:planks-oak@3 - 'Oak Planks' - <no NBT>]; [chisel:planks-oak@4 - 'Oak Planks' - <no NBT>]; [chisel:planks-oak@5 - 'Oak Planks' - <no NBT>]; [chisel:planks-oak@6 - 'Oak Planks' - <no NBT>]; [chisel:planks-oak@7 - 'Oak Planks' - <no NBT>]; [chisel:planks-oak@8 - 'Oak Planks' - <no NBT>]; [chisel:planks-oak@9 - 'Oak Planks' - <no NBT>]; [chisel:planks-oak@10 - 'Oak Planks' - <no NBT>]; [chisel:planks-oak@11 - 'Oak Planks' - <no NBT>]; [chisel:planks-oak@12 - 'Oak Planks' - <no NBT>]; [chisel:planks-oak@13 - 'Oak Planks' - <no NBT>]; [chisel:planks-oak@14 - 'Oak Planks' - <no NBT>]; [chisel:planks-spruce@0 - 'Spruce Planks' - <no NBT>]; [chisel:planks-spruce@1 - 'Spruce Planks' - <no NBT>]; [chisel:planks-spruce@2 - 'Spruce Planks' - <no NBT>]; [chisel:planks-spruce@3 - 'Spruce Planks' - <no NBT>]; [chisel:planks-spruce@4 - 'Spruce Planks' - <no NBT>]; [chisel:planks-spruce@5 - 'Spruce Planks' - <no NBT>]; [chisel:planks-spruce@6 - 'Spruce Planks' - <no NBT>]; [chisel:planks-spruce@7 - 'Spruce Planks' - <no NBT>]; [chisel:planks-spruce@8 - 'Spruce Planks' - <no NBT>]; [chisel:planks-spruce@9 - 'Spruce Planks' - <no NBT>]; [chisel:planks-spruce@10 - 'Spruce Planks' - <no NBT>]; [chisel:planks-spruce@11 - 'Spruce Planks' - <no NBT>]; [chisel:planks-spruce@12 - 'Spruce Planks' - <no NBT>]; [chisel:planks-spruce@13 - 'Spruce Planks' - <no NBT>]; [chisel:planks-spruce@14 - 'Spruce Planks' - <no NBT>]; [chisel:planks-birch@0 - 'Birch Planks' - <no NBT>]; [chisel:planks-birch@1 - 'Birch Planks' - <no NBT>]; [chisel:planks-birch@2 - 'Birch Planks' - <no NBT>]; [chisel:planks-birch@3 - 'Birch Planks' - <no NBT>]; [chisel:planks-birch@4 - 'Birch Planks' - <no NBT>]; [chisel:planks-birch@5 - 'Birch Planks' - <no NBT>]; [chisel:planks-birch@6 - 'Birch Planks' - <no NBT>]; [chisel:planks-birch@7 - 'Birch Planks' - <no NBT>]; [chisel:planks-birch@8 - 'Birch Planks' - <no NBT>]; [chisel:planks-birch@9 - 'Birch Planks' - <no NBT>]; [chisel:planks-birch@10 - 'Birch Planks' - <no NBT>]; [chisel:planks-birch@11 - 'Birch Planks' - <no NBT>]; [chisel:planks-birch@12 - 'Birch Planks' - <no NBT>]; [chisel:planks-birch@13 - 'Birch Planks' - <no NBT>]; [chisel:planks-birch@14 - 'Birch Planks' - <no NBT>]; [chisel:planks-jungle@0 - 'Jungle Planks' - <no NBT>]; [chisel:planks-jungle@1 - 'Jungle Planks' - <no NBT>]; [chisel:planks-jungle@2 - 'Jungle Planks' - <no NBT>]; [chisel:planks-jungle@3 - 'Jungle Planks' - <no NBT>]; [chisel:planks-jungle@4 - 'Jungle Planks' - <no NBT>]; [chisel:planks-jungle@5 - 'Jungle Planks' - <no NBT>]; [chisel:planks-jungle@6 - 'Jungle Planks' - <no NBT>]; [chisel:planks-jungle@7 - 'Jungle Planks' - <no NBT>]; [chisel:planks-jungle@8 - 'Jungle Planks' - <no NBT>]; [chisel:planks-jungle@9 - 'Jungle Planks' - <no NBT>]; [chisel:planks-jungle@10 - 'Jungle Planks' - <no NBT>]; [chisel:planks-jungle@11 - 'Jungle Planks' - <no NBT>]; [chisel:planks-jungle@12 - 'Jungle Planks' - <no NBT>]; [chisel:planks-jungle@13 - 'Jungle Planks' - <no NBT>]; [chisel:planks-jungle@14 - 'Jungle Planks' - <no NBT>]; [chisel:planks-acacia@0 - 'Acacia Planks' - <no NBT>]; [chisel:planks-acacia@1 - 'Acacia Planks' - <no NBT>]; [chisel:planks-acacia@2 - 'Acacia Planks' - <no NBT>]; [chisel:planks-acacia@3 - 'Acacia Planks' - <no NBT>]; [chisel:planks-acacia@4 - 'Acacia Planks' - <no NBT>]; [chisel:planks-acacia@5 - 'Acacia Planks' - <no NBT>]; [chisel:planks-acacia@6 - 'Acacia Planks' - <no NBT>]; [chisel:planks-acacia@7 - 'Acacia Planks' - <no NBT>]; [chisel:planks-acacia@8 - 'Acacia Planks' - <no NBT>]; [chisel:planks-acacia@9 - 'Acacia Planks' - <no NBT>]; [chisel:planks-acacia@10 - 'Acacia Planks' - <no NBT>]; [chisel:planks-acacia@11 - 'Acacia Planks' - <no NBT>]; [chisel:planks-acacia@12 - 'Acacia Planks' - <no NBT>]; [chisel:planks-acacia@13 - 'Acacia Planks' - <no NBT>]; [chisel:planks-acacia@14 - 'Acacia Planks' - <no NBT>]; [chisel:planks-dark-oak@0 - 'Dark Oak Planks' - <no NBT>]; [chisel:planks-dark-oak@1 - 'Dark Oak Planks' - <no NBT>]; [chisel:planks-dark-oak@2 - 'Dark Oak Planks' - <no NBT>]; [chisel:planks-dark-oak@3 - 'Dark Oak Planks' - <no NBT>]; [chisel:planks-dark-oak@4 - 'Dark Oak Planks' - <no NBT>]; [chisel:planks-dark-oak@5 - 'Dark Oak Planks' - <no NBT>]; [chisel:planks-dark-oak@6 - 'Dark Oak Planks' - <no NBT>]; [chisel:planks-dark-oak@7 - 'Dark Oak Planks' - <no NBT>]; [chisel:planks-dark-oak@8 - 'Dark Oak Planks' - <no NBT>]; [chisel:planks-dark-oak@9 - 'Dark Oak Planks' - <no NBT>]; [chisel:planks-dark-oak@10 - 'Dark Oak Planks' - <no NBT>]; [chisel:planks-dark-oak@11 - 'Dark Oak Planks' - <no NBT>]; [chisel:planks-dark-oak@12 - 'Dark Oak Planks' - <no NBT>]; [chisel:planks-dark-oak@13 - 'Dark Oak Planks' - <no NBT>]; [chisel:planks-dark-oak@14 - 'Dark Oak Planks' - <no NBT>]; [thaumcraft:plank_greatwood@0 - 'Greatwood Planks' - <no NBT>]; [thaumcraft:plank_silverwood@0 - 'Silverwood Planks' - <no NBT>]; [integrateddynamics:menril_planks@0 - 'Menril Wood Planks' - <no NBT>]; [naturalpledge:iris_planks@0 - 'Iridescent Planks' - <no NBT>]; [naturalpledge:iris_planks@1 - 'Iridescent Planks' - <no NBT>]; [naturalpledge:iris_planks@2 - 'Iridescent Planks' - <no NBT>]; [naturalpledge:iris_planks@3 - 'Iridescent Planks' - <no NBT>]; [naturalpledge:iris_planks@4 - 'Iridescent Planks' - <no NBT>]; [naturalpledge:iris_planks@5 - 'Iridescent Planks' - <no NBT>]; [naturalpledge:iris_planks@6 - 'Iridescent Planks' - <no NBT>]; [naturalpledge:iris_planks@7 - 'Iridescent Planks' - <no NBT>]; [naturalpledge:iris_planks@8 - 'Iridescent Planks' - <no NBT>]; [naturalpledge:iris_planks@9 - 'Iridescent Planks' - <no NBT>]; [naturalpledge:iris_planks@10 - 'Iridescent Planks' - <no NBT>]; [naturalpledge:iris_planks@11 - 'Iridescent Planks' - <no NBT>]; [naturalpledge:iris_planks@12 - 'Iridescent Planks' - <no NBT>]; [naturalpledge:iris_planks@13 - 'Iridescent Planks' - <no NBT>]; [naturalpledge:iris_planks@14 - 'Iridescent Planks' - <no NBT>]; [naturalpledge:iris_planks@15 - 'Iridescent Planks' - <no NBT>]; [naturalpledge:rainbow_planks@0 - 'Iridescent Planks' - <no NBT>]; [naturalpledge:aurora_planks@0 - 'Iridescent Planks' - <no NBT>]; [naturalpledge:alt_planks@0 - 'Dry Iridescent Planks' - <no NBT>]; [naturalpledge:alt_planks@1 - 'Golden Iridescent Planks' - <no NBT>]; [naturalpledge:alt_planks@2 - 'Vivid Iridescent Planks' - <no NBT>]; [naturalpledge:alt_planks@3 - 'Scorched Iridescent Planks' - <no NBT>]; [naturalpledge:alt_planks@4 - 'Infused Iridescent Planks' - <no NBT>]; [naturalpledge:alt_planks@5 - 'Mutated Iridescent Planks' - <no NBT>]; [naturalpledge:seal_planks@0 - 'Sealing Oak Planks' - <no NBT>]; [naturalpledge:thunder_planks@0 - 'Thunderous Oak Planks' - <no NBT>]; [naturalpledge:circuit_planks@0 - 'Circuitree Planks' - <no NBT>]; [naturalpledge:calico_planks@0 - 'Calico Planks' - <no NBT>]; [roots:wildwood_planks@0 - 'Wildwood Planks' - <no NBT>]; [mysticalworld:charred_planks@0 - 'Charred Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_0_15@0 - 'Hickory Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_0_14@0 - 'Hazel Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_0_13@0 - 'Fir Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_0_12@0 - 'Cypress Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_0_11@0 - 'Yew Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_0_10@0 - 'Banana Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_0_9@0 - 'Hawthorn Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_0_8@0 - 'Beech Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_0_7@0 - 'Alder Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_0_6@0 - 'Ash Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_0_5@0 - 'Hemlock Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_0_4@0 - 'Rowan Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_0_3@0 - 'Whitebeam Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_0_2@0 - 'Butternut Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_0_1@0 - 'Fig Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_0_0@0 - 'Apple Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_1_15@0 - 'Gingko Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_1_14@0 - 'Iroko Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_1_13@0 - 'Purpleheart Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_1_12@0 - 'Rosewood Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_1_11@0 - 'Logwood Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_1_10@0 - 'Brazilwood Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_1_9@0 - 'Maclura Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_1_8@0 - 'Pear Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_1_7@0 - 'Locust Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_1_6@0 - 'Sweetgum Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_1_5@0 - 'Olive Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_1_4@0 - 'Cedar Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_1_3@0 - 'Hornbeam Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_1_2@0 - 'Holly Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_1_1@0 - 'Elder Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_1_0@0 - 'Elm Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_2_3@0 - 'Pink Ivory Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_2_2@0 - 'Syzgium Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_2_1@0 - 'Box Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_2_0@0 - 'Eucalyptus Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_0_15@0 - 'Hickory Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_0_14@0 - 'Hazel Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_0_13@0 - 'Fir Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_0_12@0 - 'Cypress Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_0_11@0 - 'Yew Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_0_10@0 - 'Banana Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_0_9@0 - 'Hawthorn Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_0_8@0 - 'Beech Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_0_7@0 - 'Alder Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_0_6@0 - 'Ash Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_0_5@0 - 'Hemlock Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_0_4@0 - 'Rowan Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_0_3@0 - 'Whitebeam Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_0_2@0 - 'Butternut Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_0_1@0 - 'Fig Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_0_0@0 - 'Apple Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_1_15@0 - 'Gingko Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_1_14@0 - 'Iroko Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_1_13@0 - 'Purpleheart Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_1_12@0 - 'Rosewood Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_1_11@0 - 'Logwood Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_1_10@0 - 'Brazilwood Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_1_9@0 - 'Maclura Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_1_8@0 - 'Pear Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_1_7@0 - 'Locust Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_1_6@0 - 'Sweetgum Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_1_5@0 - 'Olive Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_1_4@0 - 'Cedar Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_1_3@0 - 'Hornbeam Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_1_2@0 - 'Holly Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_1_1@0 - 'Elder Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_1_0@0 - 'Elm Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_2_3@0 - 'Pink Ivory Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_2_2@0 - 'Syzgium Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_2_1@0 - 'Box Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_extratrees_planks_fireproof_2_0@0 - 'Eucalyptus Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_techreborn_rubber_planks_0@0 - 'Rubber Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_0_15@0 - 'Cherry Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_0_14@0 - 'Greenheart Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_0_13@0 - 'Walnut Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_0_12@0 - 'Willow Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_0_11@0 - 'Balsa Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_0_10@0 - 'Mahogany Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_0_9@0 - 'Ebony Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_0_8@0 - 'Kapok Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_0_7@0 - 'Sequoia Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_0_6@0 - 'Baobab Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_0_5@0 - 'Wenge Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_0_4@0 - 'Chestnut Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_0_3@0 - 'Lime Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_0_2@0 - 'Desert Acacia Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_0_1@0 - 'Teak Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_0_0@0 - 'Larch Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_1_12@0 - 'Zebrawood Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_1_11@0 - 'Cocobolo Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_1_10@0 - 'Padauk Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_1_9@0 - 'Ipe Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_1_8@0 - 'Giant Sequoia Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_1_7@0 - 'Citrus Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_1_6@0 - 'Maple Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_1_5@0 - 'Plum Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_1_4@0 - 'Pine Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_1_3@0 - 'Papaya Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_1_2@0 - 'Palm Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_1_1@0 - 'Poplar Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_1_0@0 - 'Mahoe Wood Planks' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_0_15@0 - 'Cherry Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_0_14@0 - 'Greenheart Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_0_13@0 - 'Walnut Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_0_12@0 - 'Willow Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_0_11@0 - 'Balsa Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_0_10@0 - 'Mahogany Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_0_9@0 - 'Ebony Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_0_8@0 - 'Kapok Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_0_7@0 - 'Sequoia Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_0_6@0 - 'Baobab Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_0_5@0 - 'Wenge Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_0_4@0 - 'Chestnut Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_0_3@0 - 'Lime Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_0_2@0 - 'Desert Acacia Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_0_1@0 - 'Teak Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_0_0@0 - 'Larch Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_1_12@0 - 'Zebrawood Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_1_11@0 - 'Cocobolo Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_1_10@0 - 'Padauk Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_1_9@0 - 'Ipe Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_1_8@0 - 'Giant Sequoia Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_1_7@0 - 'Citrus Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_1_6@0 - 'Maple Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_1_5@0 - 'Plum Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_1_4@0 - 'Pine Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_1_3@0 - 'Papaya Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_1_2@0 - 'Palm Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_1_1@0 - 'Poplar Wood Planks (Fireproof)' - <no NBT>]; [unlimitedchiselworks:chisel_planks_oak_forestry_planks_fireproof_1_0@0 - 'Mahoe Wood Planks (Fireproof)' - <no NBT>]; [thaumicbases:enderplanks@0 - 'Ender Wood Planks' - <no NBT>]; [thaumicbases:goldenplanks@0 - 'Golden Oak Planks' - <no NBT>]; [thaumicbases:netherplanks@0 - 'Hellish Wood Planks' - <no NBT>]"
"planks",""
"plasticBlack","[pneumaticcraft:plastic@0 - 'Black Plastic' - <no NBT>]"
"plasticBlue","[pneumaticcraft:plastic@4 - 'Blue Plastic' - <no NBT>]"
"plasticBrown","[pneumaticcraft:plastic@3 - 'Brown Plastic' - <no NBT>]"
"plasticCyan","[pneumaticcraft:plastic@6 - 'Cyan Plastic' - <no NBT>]"
"plasticGray","[pneumaticcraft:plastic@8 - 'Gray Plastic' - <no NBT>]"
"plasticGreen","[pneumaticcraft:plastic@2 - 'Green Plastic' - <no NBT>]"
"plasticLightBlue","[pneumaticcraft:plastic@12 - 'Light Blue Plastic' - <no NBT>]"
"plasticLightGray","[pneumaticcraft:plastic@7 - 'Light Gray Plastic' - <no NBT>]"
"plasticLime","[pneumaticcraft:plastic@10 - 'Lime Plastic' - <no NBT>]"
