"Class","Registry name","Ticking?"
"me.desht.pneumaticcraft.common.tileentity.TileEntityAdvancedLiquidCompressor","pneumaticcraft:advancedliquidcompressor","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityAdvancedPressureTube","pneumaticcraft:advancedpressuretube","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityAerialInterface","pneumaticcraft:aerialinterface","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityAirCannon","pneumaticcraft:aircannon","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityAirCompressor","pneumaticcraft:aircompressor","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityAphorismTile","pneumaticcraft:aphorismtile","-"
"me.desht.pneumaticcraft.common.tileentity.TileEntityAssemblyController","pneumaticcraft:assemblycontroller","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityAssemblyDrill","pneumaticcraft:assemblydrill","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityAssemblyIOUnit","pneumaticcraft:assemblyiounit","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityAssemblyLaser","pneumaticcraft:assemblylaser","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityAssemblyPlatform","pneumaticcraft:assemblyplatform","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityChargingStation","pneumaticcraft:chargingstation","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityCompressedIronBlock","pneumaticcraft:compressedironblock","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityCreativeCompressor","pneumaticcraft:creativecompressor","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityDroneRedstoneEmitter","pneumaticcraft:droneredstoneemitter","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityElectrostaticCompressor","pneumaticcraft:electrostaticcompressor","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityElevatorBase","pneumaticcraft:elevatorbase","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityElevatorCaller","pneumaticcraft:elevatorcaller","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityElevatorFrame","pneumaticcraft:elevatorframe","-"
"me.desht.pneumaticcraft.common.tileentity.TileEntityFluxCompressor","pneumaticcraft:fluxcompressor","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityGasLift","pneumaticcraft:gaslift","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityHeatSink","pneumaticcraft:heatsink","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityKeroseneLamp","pneumaticcraft:kerosenelamp","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityLiquidCompressor","pneumaticcraft:liquidcompressor","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityLiquidHopper","pneumaticcraft:liquidhopper","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityOmnidirectionalHopper","pneumaticcraft:omnidirectionalhopper","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityPlasticMixer","pneumaticcraft:plasticmixer","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityPneumaticDoor","pneumaticcraft:pneumaticdoor","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityPneumaticDoorBase","pneumaticcraft:pneumaticdoorbase","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityPneumaticDynamo","pneumaticcraft:pneumaticdynamo","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityPressureChamberInterface","pneumaticcraft:pressurechamberinterface","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityPressureChamberValve","pneumaticcraft:pressurechambervalve","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityPressureChamberWall","pneumaticcraft:pressurechamberwall","-"
"me.desht.pneumaticcraft.common.tileentity.TileEntityPressureTube","pneumaticcraft:pressuretube","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityProgrammableController","pneumaticcraft:programmablecontroller","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityProgrammer","pneumaticcraft:programmer","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityRefinery","pneumaticcraft:refinery","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntitySecurityStation","pneumaticcraft:securitystation","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntitySentryTurret","pneumaticcraft:sentryturret","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityThermalCompressor","pneumaticcraft:thermalcompressor","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityThermopneumaticProcessingPlant","pneumaticcraft:thermopneumaticprocessingplant","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityUVLightBox","pneumaticcraft:uvlightbox","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityUniversalActuator","pneumaticcraft:universalactuator","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityUniversalSensor","pneumaticcraft:universalsensor","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityVacuumPump","pneumaticcraft:vacuumpump","yes"
"me.desht.pneumaticcraft.common.tileentity.TileEntityVortexTube","pneumaticcraft:vortextube","yes"
"mekanism.common.tile.TileEntityAdvancedBoundingBlock","mekanism:advanced_bounding_block","-"
"mekanism.common.tile.TileEntityAdvancedFactory","mekanism:advanced_smelting_factory","yes"
"mekanism.common.tile.TileEntityAmbientAccumulator","mekanism:ambient_accumulator","yes"
"mekanism.common.tile.TileEntityBin","mekanism:bin","yes"
"mekanism.common.tile.TileEntityBoilerCasing","mekanism:boiler_casing","yes"
"mekanism.common.tile.TileEntityBoilerValve","mekanism:boiler_valve","yes"
"mekanism.common.tile.TileEntityBoundingBlock","mekanism:bounding_block","-"
"mekanism.common.tile.TileEntityCardboardBox","mekanism:cardboard_box","-"
"mekanism.common.tile.TileEntityChargepad","mekanism:chargepad","yes"
"mekanism.common.tile.TileEntityChemicalCrystallizer","mekanism:chemical_crystallizer","yes"
"mekanism.common.tile.TileEntityChemicalDissolutionChamber","mekanism:chemical_dissolution_chamber","yes"
"mekanism.common.tile.TileEntityChemicalInfuser","mekanism:chemical_infuser","yes"
"mekanism.common.tile.TileEntityChemicalInjectionChamber","mekanism:chemical_injection_chamber","yes"
"mekanism.common.tile.TileEntityChemicalOxidizer","mekanism:chemical_oxidizer","yes"
"mekanism.common.tile.TileEntityChemicalWasher","mekanism:chemical_washer","yes"
"mekanism.common.tile.TileEntityCombiner","mekanism:combiner","yes"
"mekanism.common.tile.TileEntityCrusher","mekanism:crusher","yes"
"mekanism.common.tile.TileEntityDigitalMiner","mekanism:digital_miner","yes"
"mekanism.common.tile.TileEntityDynamicTank","mekanism:dynamic_tank","yes"
"mekanism.common.tile.TileEntityDynamicValve","mekanism:dynamic_valve","yes"
"mekanism.common.tile.TileEntityElectricPump","mekanism:electric_pump","yes"
"mekanism.common.tile.TileEntityElectrolyticSeparator","mekanism:electrolytic_separator","yes"
"mekanism.common.tile.TileEntityEliteFactory","mekanism:ultimate_smelting_factory","yes"
"mekanism.common.tile.TileEntityEnergizedSmelter","mekanism:energized_smelter","yes"
"mekanism.common.tile.TileEntityEnergyCube","mekanism:energy_cube","yes"
"mekanism.common.tile.TileEntityEnrichmentChamber","mekanism:enrichment_chamber","yes"
"mekanism.common.tile.TileEntityFactory","mekanism:smelting_factory","yes"
"mekanism.common.tile.TileEntityFluidTank","mekanism:fluid_tank","yes"
"mekanism.common.tile.TileEntityFluidicPlenisher","mekanism:fluidic_plenisher","yes"
"mekanism.common.tile.TileEntityFormulaicAssemblicator","mekanism:formulaic_assemblicator","yes"
"mekanism.common.tile.TileEntityFuelwoodHeater","mekanism:fuelwood_heater","yes"
"mekanism.common.tile.TileEntityGasTank","mekanism:gas_tank","yes"
"mekanism.common.tile.TileEntityGlowPanel","mekanism:glow_panel","-"
"mekanism.common.tile.TileEntityInductionCasing","mekanism:induction_casing","yes"
"mekanism.common.tile.TileEntityInductionCell","mekanism:induction_cell","yes"
"mekanism.common.tile.TileEntityInductionPort","mekanism:induction_port","yes"
"mekanism.common.tile.TileEntityInductionProvider","mekanism:induction_provider","yes"
"mekanism.common.tile.TileEntityLaser","mekanism:laser","yes"
"mekanism.common.tile.TileEntityLaserAmplifier","mekanism:laser_amplifier","yes"
"mekanism.common.tile.TileEntityLaserTractorBeam","mekanism:laser_tractor_beam","yes"
"mekanism.common.tile.TileEntityLogisticalSorter","mekanism:logistical_sorter","yes"
"mekanism.common.tile.TileEntityMetallurgicInfuser","mekanism:metallurgic_infuser","yes"
"mekanism.common.tile.TileEntityOredictionificator","mekanism:oredictionificator","yes"
"mekanism.common.tile.TileEntityOsmiumCompressor","mekanism:osmium_compressor","yes"
"mekanism.common.tile.TileEntityPRC","mekanism:pressurized_reaction_chamber","yes"
"mekanism.common.tile.TileEntityPersonalChest","mekanism:personal_chest","yes"
"mekanism.common.tile.TileEntityPrecisionSawmill","mekanism:precision_sawmill","yes"
"mekanism.common.tile.TileEntityPressureDisperser","mekanism:pressure_disperser","yes"
"mekanism.common.tile.TileEntityPurificationChamber","mekanism:purification_chamber","yes"
"mekanism.common.tile.TileEntityQuantumEntangloporter","mekanism:quantum_entangloporter","yes"
"mekanism.common.tile.TileEntityResistiveHeater","mekanism:resistive_heater","yes"
"mekanism.common.tile.TileEntityRotaryCondensentrator","mekanism:rotary_condensentrator","yes"
"mekanism.common.tile.TileEntitySecurityDesk","mekanism:security_desk","yes"
"mekanism.common.tile.TileEntitySeismicVibrator","mekanism:seismic_vibrator","yes"
"mekanism.common.tile.TileEntitySolarNeutronActivator","mekanism:solar_neutron_activator","yes"
"mekanism.common.tile.TileEntityStructuralGlass","mekanism:structural_glass","-"
"mekanism.common.tile.TileEntitySuperheatingElement","mekanism:superheating_element","yes"
"mekanism.common.tile.TileEntityTeleporter","mekanism:mekanism_teleporter","yes"
"mekanism.common.tile.TileEntityThermalEvaporationBlock","mekanism:thermal_evaporation_block","yes"
"mekanism.common.tile.TileEntityThermalEvaporationController","mekanism:thermal_evaporation_controller","yes"
"mekanism.common.tile.TileEntityThermalEvaporationValve","mekanism:thermal_evaporation_valve","yes"
"mekanism.common.tile.transmitter.TileEntityDiversionTransporter","mekanism:diversion_transporter","yes"
"mekanism.common.tile.transmitter.TileEntityLogisticalTransporter","mekanism:logistical_transporter","yes"
"mekanism.common.tile.transmitter.TileEntityMechanicalPipe","mekanism:mechanical_pipe","yes"
"mekanism.common.tile.transmitter.TileEntityPressurizedTube","mekanism:pressurized_tube","yes"
"mekanism.common.tile.transmitter.TileEntityRestrictiveTransporter","mekanism:restrictive_transporter","yes"
"mekanism.common.tile.transmitter.TileEntityThermodynamicConductor","mekanism:thermodynamic_conductor","yes"
"mekanism.common.tile.transmitter.TileEntityUniversalCable","mekanism:universal_cable","yes"
"mekanism.generators.common.tile.TileEntityAdvancedSolarGenerator","mekanismgenerators:advanced_solar_generator","yes"
"mekanism.generators.common.tile.TileEntityBioGenerator","mekanismgenerators:bio_generator","yes"
"mekanism.generators.common.tile.TileEntityGasGenerator","mekanismgenerators:gas_generator","yes"
"mekanism.generators.common.tile.TileEntityHeatGenerator","mekanismgenerators:heat_generator","yes"
"mekanism.generators.common.tile.TileEntitySolarGenerator","mekanismgenerators:solar_generator","yes"
"mekanism.generators.common.tile.TileEntityWindGenerator","mekanismgenerators:wind_turbine","yes"
"mekanism.generators.common.tile.reactor.TileEntityReactorController","mekanismgenerators:reactor_controller","yes"
"mekanism.generators.common.tile.reactor.TileEntityReactorFrame","mekanismgenerators:reactor_frame","yes"
"mekanism.generators.common.tile.reactor.TileEntityReactorGlass","mekanismgenerators:reactor_glass","yes"
"mekanism.generators.common.tile.reactor.TileEntityReactorLaserFocusMatrix","mekanismgenerators:reactor_laser_focus","yes"
"mekanism.generators.common.tile.reactor.TileEntityReactorLogicAdapter","mekanismgenerators:reactor_logic_adapter","yes"
"mekanism.generators.common.tile.reactor.TileEntityReactorPort","mekanismgenerators:reactor_port","yes"
"mekanism.generators.common.tile.turbine.TileEntityElectromagneticCoil","mekanismgenerators:electromagnetic_coil","yes"
"mekanism.generators.common.tile.turbine.TileEntityRotationalComplex","mekanismgenerators:rotational_complex","yes"
"mekanism.generators.common.tile.turbine.TileEntitySaturatingCondenser","mekanismgenerators:saturating_condenser","yes"
"mekanism.generators.common.tile.turbine.TileEntityTurbineCasing","mekanismgenerators:turbine_casing","yes"
"mekanism.generators.common.tile.turbine.TileEntityTurbineRotor","mekanismgenerators:turbine_rod","yes"
"mekanism.generators.common.tile.turbine.TileEntityTurbineValve","mekanismgenerators:turbine_valve","yes"
"mekanism.generators.common.tile.turbine.TileEntityTurbineVent","mekanismgenerators:turbine_vent","yes"
"mob_grinding_utils.tile.TileEntityAbsorptionHopper","minecraft:tile.mob_grinding_utils.absorption_hopper","yes"
"mob_grinding_utils.tile.TileEntityFan","minecraft:tile.mob_grinding_utils.fan","yes"
"mob_grinding_utils.tile.TileEntitySaw","minecraft:tile.mob_grinding_utils.saw","yes"
"mob_grinding_utils.tile.TileEntitySinkTank","minecraft:tile.mob_grinding_utils.tank_sink","yes"
"mob_grinding_utils.tile.TileEntityTank","minecraft:tile.mob_grinding_utils.tank","-"
"mob_grinding_utils.tile.TileEntityXPTap","minecraft:tile.mob_grinding_utils.xp_tap","yes"
"mod.chiselsandbits.bittank.TileEntityBitTank","minecraft:mod.chiselsandbits.tileentitybittank","-"
"mod.chiselsandbits.chiseledblock.TileEntityBlockChiseled","minecraft:mod.chiselsandbits.tileentitychiseled","-"
"mod.chiselsandbits.chiseledblock.TileEntityBlockChiseledTESR","minecraft:mod.chiselsandbits.tileentitychiseled.tesr","-"
"mod.chiselsandbits.integration.mcmultipart.ChiseledBlockPart","chiselsandbits:mod.chiselsandbits.tileentitychiseled","-"
"modulardiversity.tile.TileEmberInputHatch","minecraft:tileemberinputhatch","-"
"modulardiversity.tile.TileEmberOutputHatch","minecraft:tileemberoutputhatch","-"
"modulardiversity.tile.TileEntityBiomeDetector","minecraft:tileentitybiomedetector","-"
"modulardiversity.tile.TileEntityDaylightDetector","minecraft:tileentitydaylightdetector","-"
"modulardiversity.tile.TileEntityMekHeatInput","minecraft:tileentitymekheatinput","yes"
"modulardiversity.tile.TileEntityMekHeatOutput","minecraft:tileentitymekheatoutput","yes"
"modulardiversity.tile.TileEntityMekLaserAcceptor","minecraft:tileentitymeklaseracceptor","-"
"modulardiversity.tile.TileEntityWeatherDetector","minecraft:tileentityweatherdetector","yes"
"modulardiversity.tile.TileJackHatch","minecraft:tilejackhatch","-"
"modulardiversity.tile.TileManaInputHatch","minecraft:tilemanainputhatch","-"
"modulardiversity.tile.TileManaOutputHatch","minecraft:tilemanaoutputhatch","-"
"modulardiversity.tile.TileMysticalMechanicsInput","minecraft:tilemysticalmechanicsinput","-"
"modulardiversity.tile.TileMysticalMechanicsOutput","minecraft:tilemysticalmechanicsoutput","yes"
"morph.avaritia.tile.TileDireCraftingTable","minecraft:avaritia_extreme_crafting_table","-"
"morph.avaritia.tile.TileNeutronCollector","minecraft:neutron_collector","yes"
"morph.avaritia.tile.TileNeutroniumCompressor","minecraft:neutronium_compressor","yes"
"mysticalmechanics.tileentity.TileEntityAxle","mysticalmechanics:axle","yes"
"mysticalmechanics.tileentity.TileEntityCreativeMechSource","mysticalmechanics:creative_mech_source","yes"
"mysticalmechanics.tileentity.TileEntityGearbox","mysticalmechanics:gearbox","yes"
"mysticalmechanics.tileentity.TileEntityMergebox","mysticalmechanics:mergebox","yes"
"nc.multiblock.heatExchanger.tile.TileHeatExchangerComputerPort","nuclearcraft:heat_exchanger_computer_port","yes"
"nc.multiblock.heatExchanger.tile.TileHeatExchangerCondenserTube$Copper","nuclearcraft:heat_exchanger_condenser_tube_copper","yes"
"nc.multiblock.heatExchanger.tile.TileHeatExchangerCondenserTube$HardCarbon","nuclearcraft:heat_exchanger_condenser_tube_hard_carbon","yes"
"nc.multiblock.heatExchanger.tile.TileHeatExchangerCondenserTube$Thermoconducting","nuclearcraft:heat_exchanger_condenser_tube_thermoconducting","yes"
"nc.multiblock.heatExchanger.tile.TileHeatExchangerController","nuclearcraft:heat_exchanger_controller","yes"
"nc.multiblock.heatExchanger.tile.TileHeatExchangerFrame","nuclearcraft:heat_exchanger_frame","yes"
"nc.multiblock.heatExchanger.tile.TileHeatExchangerGlass","nuclearcraft:heat_exchanger_glass","yes"
"nc.multiblock.heatExchanger.tile.TileHeatExchangerTube$Copper","nuclearcraft:heat_exchanger_tube_copper","yes"
"nc.multiblock.heatExchanger.tile.TileHeatExchangerTube$HardCarbon","nuclearcraft:heat_exchanger_tube_hard_carbon","yes"
"nc.multiblock.heatExchanger.tile.TileHeatExchangerTube$Thermoconducting","nuclearcraft:heat_exchanger_tube_thermoconducting","yes"
"nc.multiblock.heatExchanger.tile.TileHeatExchangerVent","nuclearcraft:heat_exchanger_vent","yes"
"nc.multiblock.heatExchanger.tile.TileHeatExchangerWall","nuclearcraft:heat_exchanger_wall","yes"
